nct,status,start_date,phases,sponsor,sponsor_class,intervention_names,intervention_other_names,n_sites,countries,has_us_or_eu_site,fetched_date
NCT02659943,COMPLETED,2016-01-21,PHASE1,National Cancer Institute (NCI),NIH,Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptor (CAR) T cells|Cyclophosphamide|Fludarabine,|Cytoxan|Fludara,1,United States,True,2026-09-07
NCT02630082,COMPLETED,2011-04,NA,National Institute of Allergy and Infectious Diseases (NIAID),NIH,Circumcision|Flexible sigmoidoscopy,|,0,,False,2026-09-07
NCT02349698,UNKNOWN,2014-12,PHASE1|PHASE2,"Southwest Hospital, China",OTHER,Chimeric Antigen Receptor Modified T cells Targeting CD19,,1,China,False,2026-09-07
NCT02588456,TERMINATED,2015-10,PHASE1,University of Pennsylvania,OTHER,CART22 cells,,1,United States,True,2026-09-07
NCT02215967,COMPLETED,2014-08-12,PHASE1,National Cancer Institute (NCI),NIH,Cyclophosphamide|Fludarabine|Anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells,Cytoxan|Fludara|,1,United States,True,2026-09-07
NCT02140554,COMPLETED,2015-02-02,PHASE1|PHASE2,Genetix Biotherapeutics Inc.,INDUSTRY,lovo-cel,"lovotibeglogene autotemcel;bb1111;LentiGlobin BB305 Drug Product for SCD;autologous CD34+ cell-enriched population with SCD that contains HSCs and PSCs transduced with BB305 lentiviral vector encoding the βA-T87Q-globin gene, suspended in cryopreservation solution.",11,United States,True,2026-09-07
NCT02529813,COMPLETED,2015-12-16,PHASE1,M.D. Anderson Cancer Center,OTHER,Cyclophosphamide|Fludarabine Phosphate|Laboratory Biomarker Analysis|Tisagenlecleucel,"(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR- 138719|2-F-ara-AMP;9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-;Beneflur;Fludara;SH T 586||CART-19;CART19;CTL019;CTL019 T-cells;Kymriah;Tisagenlecleucel-T",1,United States,True,2026-09-07
NCT02274584,UNKNOWN,2014-03,PHASE1|PHASE2,Peking University,OTHER,Anti-CD30 CAR T cells,,2,China|United States,True,2026-09-07
NCT02541370,COMPLETED,2015-06,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,anti-CD133-CAR vector-transduced T cells,genetically engineered lymphocyte therapy,1,China,False,2026-09-07
NCT02231281,UNKNOWN,2014-08,PHASE3,"Yongtao Sun, MD, PhD",OTHER,cART(TDF/AZT+3TC+LPV/r)|CTL infusion,Tenofovir Disoproxil Fumarate;Zidovudine;Lamivudine;Lopinavir/ritonavir (Kaletra)|,7,China,False,2026-09-07
NCT02651675,TERMINATED,2016-03,PHASE1|PHASE2,REGENXBIO Inc.,INDUSTRY,AAV directed hLDLR gene therapy,,9,Canada|Italy|Netherlands|United States,True,2026-09-07
NCT02053064,COMPLETED,2013-05,PHASE1|PHASE2,LYSOGENE,INDUSTRY,SAF-301,,1,France,True,2026-09-07
NCT02159495,ACTIVE_NOT_RECRUITING,2015-12-15,PHASE1,City of Hope Medical Center,OTHER,cyclophosphamide|Autologous CD123CAR-CD28-CD3zeta-EGFRt-expressing T Lymphocytes|laboratory biomarker analysis|Allogeneic CD123CAR-CD28-CD3zeta-EGFRt-expressing T-lymphocytes|Fludarabine Phosphate,"CPM;CTX;Cytoxan;Endoxan;Endoxana|CD123R(EQ)28zeta/EGFRt+ T cells;Anti CD123-CAR/CD28-costimulatory Lentiviral Vector-transduced Autologous T Lymphocytes||Allogeneic CD123R(EQ)28zeta/EGFRt+ T Cells|2-F-ara-AMP;9H-Purin-6-amine, 2-fluoro-9-(5-O-phosphono-.beta.-D-arabinofuranosyl)-;Beneflur;Fludara;Oforta;SH T 586",1,United States,True,2026-09-07
NCT02663297,ACTIVE_NOT_RECRUITING,2016-06-07,PHASE1,UNC Lineberger Comprehensive Cancer Center,OTHER,ATLCAR.CD30 cells,CAR.CD30 T cells,2,United States,True,2026-09-07
NCT02122952,COMPLETED,2014-05-05,PHASE1,Novartis Gene Therapies,INDUSTRY,AVXS-101,Zolgensma,1,United States,True,2026-09-07
NCT02652910,UNKNOWN,2015-12,PHASE1|PHASE2,Xinqiao Hospital of Chongqing,OTHER,CD19.CAR-T cells,DSCAR01,1,China,False,2026-09-07
NCT02453477,UNKNOWN,2015-05,PHASE1|PHASE2,IRCCS San Raffaele,OTHER,Autologous hematopoietic stem cells genetically modified with GLOBE lentiviral vector encoding for the human beta-globin gene,,1,Italy,True,2026-09-07
NCT02259556,RECRUITING,2014-10,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,CART30,anti-CD30 CAR T cells,1,China,False,2026-09-07
NCT02465983,TERMINATED,2015-05,PHASE1,University of Pennsylvania,OTHER,CART-meso-19 T cells|Cyclophosphamide,|,1,United States,True,2026-09-07
NCT02134262,UNKNOWN,2014-05,PHASE1|PHASE2,Jichi Medical University,OTHER,Cyclophosphamide or Bendamustine|Dose Level -1|Dose Level 1|Dose Level 2|Dose Level 3,||||,1,Japan,False,2026-09-07
NCT02208362,ACTIVE_NOT_RECRUITING,2015-05-18,PHASE1,City of Hope Medical Center,OTHER,Arm 1: IL13Ra2-specific CAR Tcm cells|Arm 2: IL13Ra2-specific CAR Tcm cells|Arm 3: IL13Ra2-specific CAR Tcm cells|Arm 4: IL13Ra2-specific CAR Tcm cells|Arm 5: IL13Ra2-specific CAR Tn/mem cells|Laboratory Biomarker Analysis|Magnetic Resonance Imaging|Magnetic Resonance Spectroscopic Imaging|Quality-of-Life Assessment,"Autologous IL13(EQ)BBzeta/CD19t+ Tcm-enriched T Cells;IL13Ra2-CAR/CD19t+ Tcm|Autologous IL13(EQ)BBzeta/CD19t+ Tcm-enriched T Cells;IL13Ra2-CAR/CD19t+ Tcm|Autologous IL13(EQ)BBzeta/CD19t+ Tcm-enriched T Cells;IL13Ra2-CAR/CD19t+ Tcm|Autologous IL13(EQ)BBzeta/CD19t+ Tcm-enriched T Cells;IL13Ra2-CAR/CD19t+ Tcm|Autologous IL13(EQ)BBzeta/CD19t+ Tn/mem-enriched T Cells;IL13Ra2-CAR/CD19t+ Tn/mem||Magnetic Resonance Imaging Scan;Medical Imaging, Magnetic Resonance / Nuclear Magnetic Resonance;MR Imaging;MRI;MRI Scan;MRI Imaging;NMRI;Nuclear Magnetic Resonance Imaging|1H- Nuclear Magnetic Resonance Spectroscopic Imaging;1H-nuclear magnetic resonance spectroscopic imaging;Magnetic Resonance Spectroscopy;MRS;MRS Imaging;MRSI;Proton Magnetic Resonance Spectroscopic Imaging|",1,United States,True,2026-09-07
NCT02161380,COMPLETED,2014-07-14,PHASE1,Byron Lam,OTHER,"injection of scAAV2-P1ND4v2 1.18x10e9 vg (Low),|injection of scAAV2-P1ND4v2 5.81 X10e9 vg (Med)|injection of scAAV2-P1ND4v2 2.4 X10e10vg (High)|injection of scAAV2-P1ND4v2 1.0 X10e11vg (Higher)",AAV-ND4|AAV-ND4|AAV-ND4|AAV-ND4,1,United States,True,2026-09-07
NCT02349724,UNKNOWN,2014-12,PHASE1,"Southwest Hospital, China",OTHER,Anti-CEA-CAR T,,1,China,False,2026-09-07
NCT02547948,WITHDRAWN,2015-09,PHASE1|PHASE2,"Fuda Cancer Hospital, Guangzhou",OTHER,CD19-targeting CAR T Cells infusion,,1,China,False,2026-09-07
NCT02407678,COMPLETED,2016-08-16,PHASE2,University of Oxford,OTHER,AAV-mediated REP1 gene replacement,,2,United Kingdom,True,2026-09-07
NCT02337985,ACTIVE_NOT_RECRUITING,2015-11-20,PHASE1,City of Hope Medical Center,OTHER,Prednisone|Rituximab|Etoposide|Doxorubicin Hydrochloride|Vincristine Sulfate|Cyclophosphamide|Filgrastim|Lentivirus Vector rHIV7-shI-TAR-CCR5RZ-transduced Hematopoietic Stem/Progenitor Cells,|MOAB IDEC-C2B8|Lastet;VP 16|Adriamycin|Kyocristine;Oncovin;VCR;Vincasar||G-CSF;Nivestim;r-metHuG-CSF;Neupogen|lentivirus-transduced hematopoietic progenitor cells,1,United States,True,2026-09-07
NCT02623582,TERMINATED,2015-12,EARLY_PHASE1,University of Pennsylvania,OTHER,Autologous Anti-CD 123 CAR TCR/4-1BB-expressing T-lymphocytes|Cyclophosphamide,|,1,United States,True,2026-09-07
NCT02346422,TERMINATED,2015-04,PHASE1|PHASE2,Celladon Corporation,INDUSTRY,MYDICAR Phase 1|MYDICAR Phase 2|Placebo Phase 2 only,AAV1/SERCA2a|AAV1/SERCA2a|,4,United States,True,2026-09-07
NCT02599922,UNKNOWN,2016-04-11,PHASE1|PHASE2,Beacon Therapeutics,INDUSTRY,rAAV2tYF-PR1.7-hCNGB3,AGTC-401,8,United States,True,2026-09-07
NCT02650414,ACTIVE_NOT_RECRUITING,2016-01-13,PHASE1,University of Pennsylvania,OTHER,Cohort 1|Cohorts 2|Cohort 3|Cohort 3A,|||,1,United States,True,2026-09-07
NCT02311621,ACTIVE_NOT_RECRUITING,2014-11-25,PHASE1,Seattle Children's Hospital,OTHER,Patient Derived CD171 specific CAR T cells expressing EGFRt (2nd generation T cells)|Patient Derived CD171 specific CAR T cells expressing EGFRt (3rd generation T cells)|Patient Derived CD171 specific CAR T cells expressing EGFRt (long spacer 2nd generation T cells),||,1,United States,True,2026-09-07
NCT02446249,COMPLETED,2015-05-04,PHASE1,"MeiraGTx, LLC",INDUSTRY,AAV2hAQP1,,1,United States,True,2026-09-07
NCT02315612,COMPLETED,2014-12-12,PHASE1,National Cancer Institute (NCI),NIH,CD22-CAR,,1,United States,True,2026-09-07
NCT02203825,COMPLETED,2015-03,PHASE1,Celyad Oncology SA,INDUSTRY,CM-CS1 T-cell infusion,,1,United States,True,2026-09-07
NCT02277522,TERMINATED,2014-10,EARLY_PHASE1,University of Pennsylvania,OTHER,RNA anti-CD19 CAR T cells,,1,United States,True,2026-09-07
NCT02317887,COMPLETED,2015-02-11,PHASE1|PHASE2,"VegaVect, Inc.",INDUSTRY,RS1 AAV Vector,,1,United States,True,2026-09-07
NCT02546739,UNKNOWN,2021-03-01,PHASE1,"Beijing Doing Biomedical Co., Ltd.",INDUSTRY,Anti-CD19-CAR,,12,China,False,2026-09-07
NCT02186860,UNKNOWN,2016-07,PHASE1,Affiliated Hospital to Academy of Military Medical Sciences,OTHER,CAR-T cells,,1,China,False,2026-09-07
NCT02457650,UNKNOWN,2015-04,PHASE1,Shenzhen Second People's Hospital,OTHER,Cyclophosphamide|Fludarabine|Anti-NY ESO-1 TCR-transduced T cells,||,1,China,False,2026-09-07
NCT02664363,TERMINATED,2017-02-01,PHASE1,Daniel Landi,OTHER,EGFRvIII CAR T cells,EGFRvIII CARs;CAR-specific T cells;CAR T cells;CARs;111Indium Labeled EGFRvIII CARs;111In-Labeled EGFRvIII CARs;CAR gene-modified T cells;111In-labeled CARs,1,United States,True,2026-09-07
NCT02618915,TERMINATED,2015-12-16,PHASE1|PHASE2,Ultragenyx Pharmaceutical Inc,INDUSTRY,DTX101,non-replicating recombinant AAVrh10 encoding human FIX (hFIX);AAVrh10FIX,9,Bulgaria|United Kingdom|United States,True,2026-09-07
NCT02247609,UNKNOWN,2014-01,PHASE1|PHASE2,Peking University,OTHER,Anti-CD19 CAR T cells,19273-4SCAR,1,China,False,2026-09-07
NCT02362438,COMPLETED,2015-04-24,PHASE1,National Institute of Neurological Disorders and Stroke (NINDS),NIH,scAAv9/JeT-GAN,,1,United States,True,2026-09-07
NCT02445222,RECRUITING,2015-11-02,PHASE3,Novartis Pharmaceuticals,INDUSTRY,Previously treated CAR-T patients,,118,Australia|Austria|Belgium|Canada|China|Denmark|Finland|France|Germany|Greece|Hong Kong|Israel|Italy|Japan|Netherlands|Norway|Saudi Arabia|Singapore|South Korea|Spain|Taiwan|United Kingdom|United States,True,2026-09-07
NCT02431988,COMPLETED,2016-06,PHASE1,"University College, London",OTHER,Leukapheresis|Cyclophosphamide|Fludarabine|CAR19 T-Cells,|||CD19 specific Chimeric Antigen Receptor T-cells,1,United Kingdom,True,2026-09-07
NCT02443831,RECRUITING,2016-04,PHASE1,"University College, London",OTHER,Leukapheresis|Total Body Irradiation (TBI)|Lymphodepletion with Fludarabine|Lymphodepletion with Cyclophosphamide|CD19+CD22 CAR T-cells,||||,3,United Kingdom,True,2026-09-07
NCT02030834,COMPLETED,2014-02-05,PHASE2,University of Pennsylvania,OTHER,CART-19,,1,United States,True,2026-09-07
NCT02576795,COMPLETED,2015-09-28,PHASE1|PHASE2,BioMarin Pharmaceutical,INDUSTRY,valoctocogene roxaparvovec,BMN 270,5,United Kingdom,True,2026-09-07
NCT02343666,WITHDRAWN,2016-08-15,PHASE1,Fred Hutchinson Cancer Center,OTHER,C46/CCR5/P140K Lentiviral Vector-transduced Autologous HSPCs|Carmustine|Filgrastim|Laboratory Biomarker Analysis|O6-Benzylguanine|Plerixafor,"|BCNU;Becenum;Becenun;BiCNU;Bis(chloroethyl) Nitrosourea;Bis-Chloronitrosourea;Carmubris;Carmustin;Carmustinum;FDA 0345;Gliadel;N,N'-Bis(2-chloroethyl)-N-nitrosourea;Nitrourean;Nitrumon;SK 27702;SRI 1720;WR-139021|Filgrastim XM02;Filgrastim-sndz;G-CSF;Granix;Neupogen;r-metHuG-CSF;Recombinant Methionyl Human Granulocyte Colony Stimulating Factor;rG-CSF;Tbo-filgrastim;Tevagrastim;Zarxio||6-O-BENZYLGUANINE;O(6)-Benzylguanine|AMD 3100;JM-3100;Mozobil;SDZ SID 791",1,United States,True,2026-09-07
NCT02418598,TERMINATED,2015-04-14,PHASE1|PHASE2,Jichi Medical University,OTHER,Cohort1|Cohort2,|,1,Japan,False,2026-09-07
NCT02640209,TERMINATED,2016-01-29,EARLY_PHASE1,University of Pennsylvania,OTHER,CART 19,,1,United States,True,2026-09-07
NCT02081937,UNKNOWN,2014-03,PHASE1|PHASE2,Chinese PLA General Hospital,OTHER,anti-CD19-CAR vector-transduced T cells,Genetically engineered lymphocyte therapy,1,China,False,2026-09-07
NCT02051257,ACTIVE_NOT_RECRUITING,2014-06-19,PHASE1,City of Hope Medical Center,OTHER,Autologous CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T cells|Autologous CD19CAR-CD28-CD3zeta-EGFRt-expressing Tn/mem-enriched T-lymphocytes|Laboratory Biomarker Analysis,CD19R:CD28:lentiviral/EGFRt+ T cells|CD19R(EQ)28zetaEGFRt+ Tn/mem Cells;CD19R(EQ)28zetaEGFRt+ Tn/Tmem|,1,United States,True,2026-09-07
NCT02445248,COMPLETED,2015-07-29,PHASE2,Novartis Pharmaceuticals,INDUSTRY,Tisagenlecleucel|Lymphodepleting chemotherapy,CTL019|,26,Australia|Austria|Canada|France|Germany|Italy|Japan|Netherlands|Norway|United States,True,2026-09-07
NCT02146924,ACTIVE_NOT_RECRUITING,2014-10-16,PHASE1,City of Hope Medical Center,OTHER,CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T-lymphocytes|CD19CAR-CD28-CD3zeta-EGFRt-expressing Tn/mem-enriched T-lymphocytes|Laboratory Biomarker Analysis,CD19-CAR-specific/truncated EGFR Lentiviral Vector-transduced T Cells;CD19CAR-CD28-CD3zeta-EGFRt-expressing Tcm-enriched T Cells;CD19R(EQ)28zeta/EGFRt+ TCM;CD19R(EQ)28zeta/truncated Human EGFR+ Central Memory T Cells;CD19R:CD28:lentiviral/EGFRt+ T Cells|CD19CAR-CD28-CD3zeta-EGFRt-expressing Tn/mem-enriched T Cells;CD19R(EQ)28zeta/EGFRt+ Naive and Memory T Cells;CD19R(EQ)28zetaEGFRt+ Tn/mem Cells|,1,United States,True,2026-09-07
NCT02376816,COMPLETED,2015-03,PHASE1,Jerry R. Mendell,OTHER,rAAVrh74.MCK.micro-Dystrophin,,1,United States,True,2026-09-07
NCT02631044,COMPLETED,2016-01-06,PHASE1,"Juno Therapeutics, a Subsidiary of Celgene",INDUSTRY,JCAR017 (lisocabtagene maraleucel) single-dose schedule|JCAR017 (lisocabtagene maraleucel) 2-dose schedule,|,14,United States,True,2026-09-07
NCT02617134,UNKNOWN,2015-11,PHASE1|PHASE2,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,anti-MUC1 CAR-T cells,anti-MUC1-CAR transduced autologous T cells,1,China,False,2026-09-07
NCT02168686,COMPLETED,2017-11-28,PHASE1|PHASE2,"Adverum Biotechnologies, Inc.",INDUSTRY,ADVM-043,AAVrh.10halpha1AT;AAVrh.10hA1AT,2,United States,True,2026-09-07
NCT02331693,UNKNOWN,2014-12,PHASE1,RenJi Hospital,OTHER,anti-EGFR CAR T,CAR T cells targeting overexpressed EGFR in cancer cells,1,China,False,2026-09-07
NCT02656147,UNKNOWN,2017-10,PHASE1,"Beijing Doing Biomedical Co., Ltd.",INDUSTRY,Anti-CD19-CAR γδT,,1,China,False,2026-09-07
NCT02601313,COMPLETED,2015-11-09,PHASE2,"Kite, A Gilead Company",INDUSTRY,brexucabtagene autoleucel|Cyclophosphamide|Fludarabine|Axicabtagene Ciloleucel,"KTE-X19, TECARTUS™|||",32,France|Germany|Netherlands|United States,True,2026-09-07
NCT02496273,ACTIVE_NOT_RECRUITING,2016-01,PHASE1,The First People's Hospital of Changzhou,OTHER,CTL,CEA Specific Cytotoxic T-Lymphocytes,0,,False,2026-09-07
NCT02442297,ACTIVE_NOT_RECRUITING,2016-04-01,PHASE1,Baylor College of Medicine,OTHER,HER2-specific T cells,"Dosing Schedules 1, 2, and 3",2,United States,True,2026-09-07
NCT02159716,COMPLETED,2014-06,PHASE1,University of Pennsylvania,OTHER,CART-meso,,1,United States,True,2026-09-07
NCT02132624,COMPLETED,2014-04,PHASE1|PHASE2,Uppsala University,OTHER,Autologous 3rd generation CD19-targeting CAR T cells,,1,Sweden,True,2026-09-07
NCT02050347,ACTIVE_NOT_RECRUITING,2014-04,PHASE1,Baylor College of Medicine,OTHER,CD19.CAR-CD28Z T Cells - dose escalation 2|CD19.CAR-CD28Z T Cells - dose escalation 1,|,2,United States,True,2026-09-07
NCT02537977,UNKNOWN,2015-07,PHASE1|PHASE2,"Shanghai Tongji Hospital, Tongji University School of Medicine",OTHER,CD19-directed CAR-T cells,,1,China,False,2026-09-07
NCT02107963,COMPLETED,2014-02-28,PHASE1,National Cancer Institute (NCI),NIH,Anti-GD2-CAR engineered T cells|AP1903|Cyclophosphamide,||,1,United States,True,2026-09-07
NCT02240407,COMPLETED,2017-10-17,PHASE1,University of Florida,OTHER,Recombinant Adeno-Associated Virus Acid Alpha-Glucosidase|Rapamycin|saline|Rituxan|Diphenhydramine|Acetaminophen|Lidocaine|LMX 4 Topical Cream,rAAV9-DES-hGAA|Sirolimus|Excipient|Rituximab|Benadryl|Tylenol|Xylocaine|Lidocaine 4%,1,United States,True,2026-09-07
NCT02580747,UNKNOWN,2015-10,PHASE1,Chinese PLA General Hospital,OTHER,anti-meso-CAR vector transduced T cells,genetically engineered lymphocyte therapy,1,China,False,2026-09-07
NCT02644655,UNKNOWN,2015-09,PHASE1|PHASE2,Second Military Medical University,OTHER,CD19-specific chimeric antigen receptor,,1,China,False,2026-09-07
NCT02535364,TERMINATED,2015-08-21,PHASE2,"Juno Therapeutics, a Subsidiary of Celgene",INDUSTRY,JCAR015 (CD19-targeted CAR T cells),,18,United States,True,2026-09-07
NCT02333760,ACTIVE_NOT_RECRUITING,2014-09,PHASE1|PHASE2,Genethon,OTHER,Autologous CD34+ cells transduced with WASP lentiviral vector,,2,France|United Kingdom,True,2026-09-07
NCT02706782,UNKNOWN,2016-03,PHASE1,"Shanghai GeneChem Co., Ltd.",INDUSTRY,TAI-meso-CART,Transcatheter Arterial Infusion of meso-CART cells,1,China,False,2026-09-07
NCT03001310,COMPLETED,2017-01-16,PHASE1|PHASE2,MeiraGTx UK II Ltd,INDUSTRY,AAV - CNGB3,,2,United Kingdom|United States,True,2026-09-07
NCT02842320,COMPLETED,2015-10-14,NA,Centre Hospitalier Universitaire de Besancon,OTHER,biological samples,,4,France,True,2026-09-07
NCT03029273,UNKNOWN,2017-03-21,PHASE1,Guangzhou Institute of Respiratory Disease,OTHER,Cyclophosphamide and Fludarabine|Anti-NY-ESO-1 TCR transduced T cells,|,1,China,False,2026-09-07
NCT02958397,UNKNOWN,2016-10,PHASE1|PHASE2,"Southwest Hospital, China",OTHER,Anti-CD33-CAR-transduced T cells,CD33-targeted CAR-T cells,1,China,False,2026-09-07
NCT02892695,UNKNOWN,2016-09,PHASE1|PHASE2,"PersonGen BioTherapeutics (Suzhou) Co., Ltd.",INDUSTRY,anti-CD19 CAR-NK cells,chimeric antigen receptor NK cells with specificity for CD19,1,China,False,2026-09-07
NCT02935153,UNKNOWN,2016-10,PHASE1|PHASE2,"Southwest Hospital, China",OTHER,Anti-CD22-CAR-transduced T cells,CD22-targeted CAR-T cells,1,China,False,2026-09-07
NCT02932956,ACTIVE_NOT_RECRUITING,2018-12-17,PHASE1,Baylor College of Medicine,OTHER,GAP T cells|Cytoxan|Fludara,GPC3-CAR T cells|Cyclophosphamide|Fludarabine,1,United States,True,2026-09-07
NCT02917083,RECRUITING,2017-05-08,PHASE1,Baylor College of Medicine,OTHER,CAR T Cells,CD30.CAR T Cells,2,United States,True,2026-09-07
NCT03001830,ACTIVE_NOT_RECRUITING,2017-06-14,PHASE1|PHASE2,"University College, London",OTHER,AAV2/8-HLP-FVIII-V3,,4,United Kingdom|United States,True,2026-09-07
NCT02930993,UNKNOWN,2016-08,PHASE1,China Meitan General Hospital,OTHER,anti-mesothelin CAR T cells,,1,China,False,2026-09-07
NCT02935517,UNKNOWN,2017-08-03,PHASE1|PHASE2,Beacon Therapeutics,INDUSTRY,AGTC-402,rAAV2tYF-PR1.7-hCNGA3,6,Israel|United States,True,2026-09-07
NCT02981628,ACTIVE_NOT_RECRUITING,2017-06-19,PHASE2,Children's Oncology Group,NETWORK,Asparaginase Erwinia chrysanthemi|Biospecimen Collection|Bone Marrow Aspiration and Biopsy|Calaspargase Pegol|Cyclophosphamide|Cytarabine|Diagnostic Imaging Testing|Inotuzumab Ozogamicin|Leucovorin Calcium|Lumbar Puncture|Methotrexate|Pegaspargase|Vincristine,"Asparaginase Erwinia chrysanthemi (Recombinant)-rywn;Asparaginase Erwinia chrysanthemi, Recombinant-rywn;Asparaginase Erwinia chrysanthemi-rywn;Crisantaspase;Crisantaspase Biobetter JZP-458;Crisantaspasum;Enrylaze;Erwinase;Erwinaze;JZP 458;JZP-458;JZP458;PF743;RC-P JZP-458;Recombinant Asparaginase erwinia chrysanthemi JZP-458;Recombinant Crisantaspase JZP-458;Recombinant Erwinia asparaginase JZP-458;Rylaze|Biological Sample Collection;Biospecimen Collected;Sample Collection;Specimen Collection||Asparaginase (Escherichia coli Isoenzyme II), Conjugate with alpha-(((2,5-Dioxo-1-pyrrolidinyl)oxy)carbonyl)-omega-methoxypoly(oxy-1,2-ethanediyl);Asparlas;Calaspargase Pegol-mknl;EZN-2285;SC-PEG E. Coli L-Asparaginase;Succinimidyl Carbonate Monomethoxypolyethylene Glycol E. coli L-Asparaginase|(-)-Cyclophosphamide;2H-1,3,2-Oxazaphosphorine, 2-[bis(2-chloroethyl)amino]tetrahydro-, 2-oxide, monohydrate;Asta B 518;B 518;B-518;B518;Carloxan;Ciclofosfamida;Ciclofosfamide;Cicloxal;Clafen;Claphene;CP monohydrate;CTX;CYCLO-cell;Cycloblastin;Cycloblastine;Cyclophospham;Cyclophosphamid monohydrate;Cyclophosphamide Monohydrate;Cyclophosphamidum;Cyclophosphan;Cyclophosphane;Cyclophosphanum;Cyclostin;Cyclostine;Cytophosphan;Cytophosphane;Cytoxan;Fosfaseron;Frindovyx;Genoxal;Genuxal;Ledoxina;Mitoxan;Neosar;Revimmune;Syklofosfamid;WR 138719;WR- 138719;WR-138719;WR138719|.beta.-Cytosine arabinoside;1-.beta.-D-Arabinofuranosyl-4-amino-2(1H)pyrimidinone;1-.beta.-D-Arabinofuranosylcytosine;1-Beta-D-arabinofuranosyl-4-amino-2(1H)pyrimidinone;1-Beta-D-arabinofuranosylcytosine;1.beta.-D-Arabinofuranosylcytosine;2(1H)-Pyrimidinone, 4-Amino-1-beta-D-arabinofuranosyl-;2(1H)-Pyrimidinone, 4-amino-1.beta.-D-arabinofuranosyl-;Alexan;Ara-C;ARA-cell;Arabine;Arabinofuranosylcytosine;Arabinosylcytosine;Aracytidine;Aracytin;Aracytine;Beta-Cytosine Arabinoside;CHX-3311;Cytarabinum;Cytarbel;Cytosar;Cytosine Arabinoside;Cytosine-.beta.-arabinoside;Cytosine-beta-arabinoside;Erpalfa;Starasid;Tarabine PFS;U 19920;U-19920;Udicil;WR-28453|Diagnostic Imaging;Medical Imaging|Besponsa;CMC 544;CMC-544;CMC544;Way 207294;WAY-207294|Adinepar;Calcifolin;Calcium (6S)-Folinate;Calcium Folinate;Calcium Leucovorin;Calfolex;Calinat;Cehafolin;Citofolin;Citrec;Citrovorum Factor;Cromatonbic Folinico;Dalisol;Disintox;Divical;Ecofol;Emovis;Factor, Citrovorum;Flynoken A;Folaren;Folaxin;FOLI-cell;Foliben;Folidan;Folidar;Folinac;Folinate Calcium;folinic acid;Folinic Acid Calcium Salt Pentahydrate;Folinoral;Folinvit;Foliplus;Folix;Imo;Lederfolat;Lederfolin;Leucosar;leucovorin;Rescufolin;Rescuvolin;Tonofolin;Wellcovorin|LP;Spinal Tap|Abitrexate;Alpha-Methopterin;Amethopterin;Brimexate;CL 14377;CL-14377;Emtexate;Emthexat;Emthexate;Farmitrexat;Fauldexato;Folex;Folex PFS;Jylamvo;Lantarel;Ledertrexate;Lumexon;Maxtrex;Medsatrexate;Metex;Methoblastin;Methotrexate LPF;Methotrexate Methylaminopterin;Methotrexatum;Metotrexato;Metrotex;Mexate;Mexate-AQ;MTX;Novatrex;Rheumatrex;Texate;Tremetex;Trexeron;Trixilem;WR-19039|L-Asparaginase with Polyethylene Glycol;Oncaspar;Oncaspar-IV;PEG-Asparaginase;PEG-L-Asparaginase;PEG-L-Asparaginase (Enzon - Kyowa Hakko);PEGLA;Polyethylene Glycol L-Asparaginase;Polyethylene Glycol-L-Asparaginase|LCR;Leurocristine;VCR;Vincrystine",157,Puerto Rico|United States,True,2026-09-07
