product_key,nct,brief_title,official_title,start_date,status,study_type,phases,sponsor,interventions,matched_by
kymriah,NCT02799550,Allogeneic CART-19 for Elderly Relapsed/Refractory CD19+ ALL,Treatment of Elderly Relapsed and/or Refractory CD19-positive Acute Lymphoblastic Leukemia by Infusions of Allogeneic CART-19,2015-10,UNKNOWN,INTERVENTIONAL,PHASE1,The Affiliated Hospital of the Chinese Academy of Military Medical Sciences,allogeneic CART-19,search
kymriah,NCT02374333,Pilot Study of Redirected Autologous T Cells Engineered to Contain Humanized Anti-CD19 in Patients With Relapsed or Refractory CD19+ Leukemia and Lymphoma Previously Treated With Cell Therapy,Pilot Study of Redirected Autologous T Cells Engineered to Contain Humanized Anti-CD19 Attached to TCRζ and 4-1BB Signaling Domains in Patients With Relapsed or Refractory CD19+ Leukemia and Lymphoma Previously Treated With Cell Therapy,2014-03-25,COMPLETED,INTERVENTIONAL,PHASE1,University of Pennsylvania,huCART19,search
kymriah,NCT01029366,CART19 to Treat B-Cell Leukemia or Lymphoma That Are Resistant or Refractory to Chemotherapy,Pilot Study of Redirected Autologous T-cells Engineered to Contain Anti-CD19 Attached to TCR and 4-1BB Signaling Domains in Patient With Chemotherapy Resistant or Refractory CD19+ Leukemia and Lymphoma,2010-03-17,COMPLETED,INTERVENTIONAL,PHASE1,University of Pennsylvania,CART-19,origin_nct
yescarta,NCT03391466,Study of Effectiveness of Axicabtagene Ciloleucel Compared to Standard of Care Therapy in Patients With Relapsed/Refractory Diffuse Large B Cell Lymphoma,"A Phase 3, Randomized, Open-Label Study Evaluating the Efficacy of Axicabtagene Ciloleucel Versus Standard of Care Therapy in Subjects With Relapsed/Refractory Diffuse Large B Cell Lymphoma (ZUMA-7)",2018-01-25,COMPLETED,INTERVENTIONAL,PHASE3,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Platinum-containing Salvage Chemotherapy|Cyclophosphamide|Fludarabine,search
yescarta,NCT07538635,CAR-T Combined With ASCT in the Treatment of Relapsed/Refractory Large B-cell Lymphoma With High-risk Factors.,"A Single-arm, Single-center, Open-label Clinical Study on the Efficacy and Safety of CAR-T Combined With ASCT in the Treatment of Relapsed/Refractory Large B-cell Lymphoma With High-risk Factors.",2026-04-20,RECRUITING,INTERVENTIONAL,PHASE2,Zhejiang Cancer Hospital,Axicabtagene Ciloleucel,search
yescarta,NCT05605899,Study to Compare Axicabtagene Ciloleucel With Standard of Care Therapy as First-line Treatment in Participants With High-risk Large B-cell Lymphoma,"An Adaptive Phase 3, Randomized, Open-Label, Multicenter Study to Compare the Efficacy and Safety of Axicabtagene Ciloleucel Versus Standard of Care Therapy as First-Line Therapy in Subjects With High-Risk Large B-Cell Lymphoma (ZUMA-23)",2023-02-10,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine|Etoposide|Rituximab|Doxorubicin|Vincristine|Prednisone,search
yescarta,NCT06218602,Pilot Trial of Fecal Microbiota Transplantation for Lymphoma Patients Receiving Axicabtagene Ciloleucel Therapy.,Pilot Trial of Fecal Microbiota Transplantation for Lymphoma Patients Receiving Axicabtagene Ciloleucel Therapy.,2024-02-19,RECRUITING,INTERVENTIONAL,PHASE2,M.D. Anderson Cancer Center,Fecal Microbiota Transplantation|Chemotherapy|CAR-T Therapy,search
yescarta,NCT03954106,A Safety and Efficacy Study of Defibrotide in the Prevention of Chimeric Antigen Receptor-T-cell-associated Neurotoxicity,"Prospective, Multicenter, Open-Label, Single Arm, Phase 2 Study to Evaluate the Safety and Efficacy of Defibrotide in the Prevention of Chimeric Antigen Receptor-T-cell-associated Neurotoxicity in Subjects With Relapsed or Refractory Diffuse Large B-cell Lymphoma Receiving Axicabtagene Ciloleucel (Yescarta®)",2019-10-04,TERMINATED,INTERVENTIONAL,PHASE2,Jazz Pharmaceuticals,Defibrotide,search
yescarta,NCT04855253,Ph I/II Study of E7777 Prior to CAR-T for R/R LBCL,Phase I/II Trial Using E7777 to Enhance Regulatory T-Cell Depletion Prior to CAR-T Therapy for Relapsed/Refractory Large B-Cell Lymphomas,2021-06-09,SUSPENDED,INTERVENTIONAL,PHASE1|PHASE2,"Masonic Cancer Center, University of Minnesota",E7777|Fludarabine|Cyclophosphamide|Tisagenlecleucel|Axicabtagene Ciloleucel|Lisocabtagene Maraleucel Intravenous Suspension,search
yescarta,NCT04531046,Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B Lymphoma Ineligible to Autologous Stem Cell Transplantation,"Phase 2, Open-Label Study Evaluating Axi-Cel as a 2nd Line Therapy in Patients With Relapsed/Refractory Aggressive B-Non Hodgkin Lymphoma (B-NHL) Who Are Ineligible to Autologous Stem Cell Transplantation",2021-03-10,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE2,The Lymphoma Academic Research Organisation,axicabtagene ciloleucel,search
yescarta,NCT03704298,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Adults With Refractory Large B-cell Lymphoma,A Phase 1/2 Multi-center Study Evaluating the Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Utomilumab in Subjects With Relapsed/Refractory Large B-Cell Lymphoma,2018-11-20,TERMINATED,INTERVENTIONAL,PHASE1,"Kite, A Gilead Company",Cyclophosphamide|Fludarabine|Axicabtagene Ciloleucel|Utomilumab,search
yescarta,NCT07606937,A Study of Automated Axicabtagene Ciloleucel for R/R Large B-cell Lymphoma.,"A Single-arm, Multicenter Clinical Study Evaluating the Efficacy and Safety of Axicabtagene Ciloleucel Injection Manufactured by an Automated Process in Patients With Relapsed/Refractory Large B-cell Lymphoma.",2026-06-12,RECRUITING,INTERVENTIONAL,EARLY_PHASE1,"Shenzhen Fosun Kairos Biotechnology Co., Ltd.",FKC876 injection,search
yescarta,NCT07052305,"NT-I7 (Efineptakin Alfa), a Long-acting Human IL-7, Post-Axicabtagene Ciloleucel or Post-Lisocabtagene Maraleucel in Subjects With Relapsed/Refractory Large B-cell Lymphoma","A Phase 1b Study Evaluating the Safety, Tolerability, and Preliminary Anti-tumor Activity of NT-I7 (Efineptakin Alfa), a Long-acting Human IL-7, Post-Axicabtagene Ciloleucel or Post-Lisocabtagene Maraleucel in Subjects With Relapsed/Refractory Large B-cell Lymphoma",2026-03-12,RECRUITING,INTERVENTIONAL,PHASE1,Washington University School of Medicine,NT-I7|CAR T-cell therapy,search
yescarta,NCT02348216,Study Evaluating the Safety and Efficacy of KTE-C19 in Adult Participants With Refractory Aggressive Non-Hodgkin Lymphoma,A Phase 1/2 Multicenter Study Evaluating the Safety and Efficacy of KTE-C19 in Adults With Refractory Aggressive Non-Hodgkin Lymphoma,2015-04-21,COMPLETED,INTERVENTIONAL,PHASE1|PHASE2,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Fludarabine|Cyclophosphamide|Levetiracetam|Tocilizumab|Dexamethasone|High-dose methylprednisolone|Bendamustine|Rituximab|Doxorubicin|Prednisone|Vincristine|Ifosfamide|Carboplatin|Etoposide|Gemcitabine|Oxaliplatin|Cisplatin|Methylprednisolone,search
yescarta,NCT07479797,Study Evaluating the Efficacy of KITE-753 Versus Axicabtagene Ciloleucel in Participants With Relapsed or Refractory Large B-Cell Lymphoma After First-Line Therapy,"A Phase 3, Randomized, Open-Label, Multicenter Study Evaluating the Efficacy of KITE-753 Versus Axicabtagene Ciloleucel in Participants With Relapsed or Refractory Large B-Cell Lymphoma After First-Line Therapy",2026-05-22,RECRUITING,INTERVENTIONAL,PHASE3,"Kite, A Gilead Company",KITE-753|Axicabtagene Ciloleucel|Fludarabine|Cyclophosphamide,search
yescarta,NCT06043323,"A Phase II Study of Axicabtagene Ciloleucel, an Anti-CD19 Chimeric Antigen Receptor (CAR) Tcell Therapy, in Combination With Radiotherapy (RT) in Relapsed/Refractory Follicular Lymphoma","A Phase II Study of Axicabtagene Ciloleucel, an Anti-CD19 Chimeric Antigen Receptor (CAR) Tcell Therapy, in Combination With Radiotherapy (RT) in Relapsed/Refractory Follicular Lymphoma",2024-01-08,RECRUITING,INTERVENTIONAL,PHASE2,M.D. Anderson Cancer Center,Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine phosphate|Prednisone|Diphenhydramine|Acetaminophen,search
yescarta,NCT04314843,Study of Lenzilumab and Axicabtagene Ciloleucel in Participants With Relapsed or Refractory Large B-Cell Lymphoma,"A Phase 1/2 Open-label, Multicenter Study of Lenzilumab and Axicabtagene Ciloleucel in Subjects With Relapsed or Refractory Large B-cell Lymphoma (ZUMA-19)",2020-05-26,TERMINATED,INTERVENTIONAL,PHASE1,"Kite, A Gilead Company",Cyclophosphamide|Fludarabine|Lenzilumab|Axicabtagene Ciloleucel,search
yescarta,NCT06912529,Axicabtagene Ciloleucel CAR T-cells in Patients With Relapsed or Refractory Primary Mediastinal B-cell Lymphoma,Axicabtagene Ciloleucel CAR T-cells in Patients With Relapsed or Refractory Primary Mediastinal B-cell Lymphoma,2025-03-13,TERMINATED,INTERVENTIONAL,PHASE2,Universität Münster,Leukapheresis|Bridging Therapy|Lymphodepletion|Axicabtagene Ciloleucel,search
yescarta,NCT07725406,Low-Dose TBI Plus CAR T-Cell Therapy for Relapsed/Refractory DLBCL and Multiple Myeloma,"A Phase Ib, Dose-Escalation Study of Augmented Lymphodepletion and CAR T-cell Priming With Low-dose Total Body Irradiation in Patients With Relapsed or Refractory Diffuse Large B-cell Lymphomas and Multiple Myeloma Receiving Treatment With Commercial CD19 or BCMA-directed CAR T-cell Therapies",2026-08-01,NOT_YET_RECRUITING,INTERVENTIONAL,PHASE1,Weill Medical College of Cornell University,Lymphodepleting chemotherapy: Cyclophosphamide|Lymphodepleting chemotherapy: Bendamustine|Lymphodepleting chemotherapy: Fludarabine|Lisocabtagene Maraleucel|Axicabtagene Ciloleucel|Ciltacabtagene Autoleucel|Low-Dose Total Body Irradiation,search
yescarta,NCT06550141,Emapalumab Prevention of CAR-T Cell Associated Toxicities,A Phase 2 Trial of Emapalumab for the Prevention of CAR-T Cell Associated Toxicities,2024-09-18,RECRUITING,INTERVENTIONAL,PHASE2,"Marcela V. Maus, M.D.,Ph.D.",Emapalumab|Cyclophosphamide|Fludarabine Phosphate|Axicabtagene Ciloleucel,search
yescarta,NCT05077527,Immune Cell Therapy (CAR-T) for the Treatment of Patients With HIV and B-Cell Non-Hodgkin Lymphoma,Axicabtagene Ciloleucel in Relapsed or Refractory HIV-Associated Aggressive B-Cell Non-Hodgkin Lymphoma,2025-02-13,RECRUITING,INTERVENTIONAL,PHASE1,AIDS Malignancy Consortium,Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine,search
yescarta,NCT05633615,Testing Drug Treatments After CAR T-cell Therapy in Patients With Relapsed/Refractory Diffuse Large B-cell Lymphoma,A Randomized Phase II Trial of Consolidation Therapy Following CD19 CAR T-Cell Treatment for Relapsed/Refractory Diffuse Large B-Cell Lymphoma or Grade IIIB Follicular Lymphoma,2023-06-12,RECRUITING,INTERVENTIONAL,PHASE2,SWOG Cancer Research Network,Axicabtagene Ciloleucel|Biospecimen Collection|Computed Tomography|Cyclophosphamide|Fludarabine|Lisocabtagene Maraleucel|Mosunetuzumab|Patient Observation|Polatuzumab Vedotin|Positron Emission Tomography|Tisagenlecleucel,search
yescarta,NCT04002401,Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Rituximab in Participants With Refractory Large B-Cell Lymphoma,"A Phase 2 Open-Label, Multicenter Study Evaluating the Safety and Efficacy of Axicabtagene Ciloleucel in Combination With Rituximab in Participants With Refractory Large B-Cell Lymphoma (ZUMA-14)",2019-11-05,COMPLETED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Rituximab|Fludarabine|Cyclophosphamide,search
yescarta,NCT05075603,Relapsed/Refractory Large B-cell Lymphoma With NT-I7 Post-CD19 CAR T-cell Therapy,"A Phase 1b Study Evaluating the Safety, Tolerability and Preliminary Anti-tumor Activity of NT-I7 a Long-acting Human IL-7, Post-Kymriah®, Post-Yescarta®, or Post-Breyanzi® in Subjects With Relapsed/Refractory Large B-cell Lymphoma",2021-07-29,COMPLETED,INTERVENTIONAL,PHASE1,NeoImmuneTech,Efineptakin alfa|Tisagenlecleucel|Axicabtagene ciloleucel|Lisocabtagene Maraleucel,search
yescarta,NCT05794958,Evaluate Safety of Axicabtagene Ciloleucel Reinfusion (Axi-Cel-2) in Patients With Relapsed and/or Refractory Second Line High-Risk Non-Hodgkin Lymphoma After Standard of Care Axi-Cel,"A Phase Ib, Open Label Study to Evaluate Safety of Axicabtagene Ciloleucel Reinfusion (Axi-Cel-2) in Patients With Relapsed and/or Refractory Second Line High-Risk Non-Hodgkin Lymphoma After Standard of Care Axi-Cel",2023-05-23,RECRUITING,INTERVENTIONAL,PHASE1,Stanford University,Axicabtagene Ciloleucel,search
yescarta,NCT06575374,Single Arm Pilot Trial of Letermovir for CMV Prophy in CAR T Cell,Open Label Single Arm Pilot Trial of Letermovir for Cytomegalovirus Prophylaxis After Axicabtagene Ciloleucel Therapy,2024-12-12,RECRUITING,INTERVENTIONAL,PHASE2,M.D. Anderson Cancer Center,Letermovir,search
yescarta,NCT03105336,A Study of Axicabtagene Ciloleucel in Participants With Relapsed/Refractory Indolent Non-Hodgkin Lymphoma,A Phase 2 Multicenter Study of Axicabtagene Ciloleucel in Subjects With Relapsed/Refractory Indolent Non-Hodgkin Lymphoma (iNHL),2017-06-06,COMPLETED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",Axicabtagene ciloleucel|Cyclophosphamide|Fludarabine,search
yescarta,NCT05371093,Study of Axicabtagene Ciloleucel Versus Standard of Care Therapy in Participants With Relapsed/Refractory Follicular Lymphoma,"A Phase 3 Randomized, Open-Label, Multicenter Study Evaluating the Efficacy of Axicabtagene Ciloleucel Versus Standard of Care Therapy in Subjects With Relapsed/Refractory Follicular Lymphoma",2022-09-22,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE3,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine|Lenalidomide|Rituximab|Doxorubicin|Vincristine|Prednisone|Bendamustine,search
yescarta,NCT06826118,Axicabtagene Ciloleucel Injection in Patients With Relapsed/Refractory Follicular Lymphoma,"A Single-Arm, Multicenter, Prospective, Exploratory Clinical Study of Axicabtagene Ciloleucel Injection in Patients With Relapsed/Refractory Follicular Lymphoma",2025-02-08,RECRUITING,INTERVENTIONAL,PHASE2,The First Affiliated Hospital of Xiamen University,Axicabtagene Ciloleucel,search
yescarta,NCT06760156,Tafasitamab and Lenalidomide as First Salvage Therapy for Residual Large B Cell Lym,Phase 2 Study of Tafasitamab and Lenalidomide as First Salvage Therapy for Residual Large B Cell Lymphoma After Axicabtagene Ciloleucel,2025-03-19,RECRUITING,INTERVENTIONAL,PHASE2,H. Lee Moffitt Cancer Center and Research Institute,Tafasitamab|Lenalidomide,search
yescarta,NCT06902012,Safety and Efficacy of Early Second Infusion of Axi-cel Based on ctDNA for R/R Large B - Cell Lymphoma,"A Prospective, Single - Arm Clinical Study on the Safety and Efficacy of Early Second Infusion of CD19 CAR - T Based on ctDNA Monitoring in the Treatment of Relapsed/Refractory Large B - Cell Lymphoma",2027-02,RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,Zhujiang Hospital,Infusion of Axicabtagene Ciloleucel,search
yescarta,NCT06935136,Study to Evaluate the Efficacy and Safety of Axicabtagene Ciloleucel Injection as First-Line Therapy of High-Risk Large B-Cell Lymphoma,"A Single-Arm, Multicenter, Open-Label Clinical Study to Evaluate the Efficacy and Safety of Axicabtagene Ciloleucel Injection as First-Line Therapy of High-Risk Large B-Cell Lymphoma",2025-04-30,NOT_YET_RECRUITING,INTERVENTIONAL,NA,Ruijin Hospital,Axicabtagene Ciloleucel,search
yescarta,NCT04432506,Anakinra for the Reduction of CAR-T Toxicity in Patients With Relapsed or Refractory Large B-cell Lymphoma,Pilot Study of Anakinra to Mitigate CAR-T Toxicity in Subjects With Relapsed or Refractory Large B-Cell Lymphoma,2020-07-27,COMPLETED,INTERVENTIONAL,PHASE2,M.D. Anderson Cancer Center,Anakinra|Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine,search
yescarta,NCT04257578,Acalabrutinib and Anti-CD19 CAR T-cell Therapy for the Treatment of B-cell Lymphoma,Acalabrutinib in Combination With Anti-CD19 Chimeric Antigen Receptor T-Cells (CART) in B-Cell Lymphoma,2020-12-02,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1|PHASE2,University of Washington,Acalabrutinib|Axicabtagene Ciloleucel,search
yescarta,NCT04150913,A Phase 2 Trial of Anakinra for the Prevention of CAR-T Cell Mediated Neurotoxicity,A Phase 2 Trial of Anakinra for the Prevention of CAR-T Cell Mediated Neurotoxicity,2020-10-01,COMPLETED,INTERVENTIONAL,PHASE2,"Marcela V. Maus, M.D.,Ph.D.",Anakinra|Axicabtagene Ciloleucel,search
yescarta,NCT05108805,Chimeric Antigen Receptor (CAR) T Cell Therapy With YESCARTA in the Outpatient Setting,Safety and Feasibility Study of Chimeric Antigen Receptor (CAR) T Cell Therapy With YESCARTA in the Outpatient Setting,2021-12-02,COMPLETED,INTERVENTIONAL,PHASE4,Vanderbilt-Ingram Cancer Center,Telemedicine Visit|Vital sign measurements|Out-Patient Clinic Visit|Blood pressure and pulse oximeter|Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine,search
yescarta,NCT03761056,Study to Evaluate the Efficacy and Safety of Axicabtagene Ciloleucel as First-Line Therapy in Participants With High-Risk Large B-Cell Lymphoma,A Phase 2 Multicenter Study Evaluating the Efficacy and Safety of Axicabtagene Ciloleucel as First-Line Therapy in Subjects With High-Risk Large B-Cell Lymphoma (ZUMA-12),2019-01-29,COMPLETED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Fludarabine|Cyclophosphamide,search
yescarta,NCT05459571,Study of Axicabtagene Ciloleucel Given With Steroids In Participants With Relapsed Or Refractory Large B-Cell Lymphoma,"A Phase 2 Open-Label, Multicenter Study Evaluating The Safety And Efficacy of Axicabtagene Ciloleucel Concomitant With Prophylactic Steroids In Subjects With Relapsed Or Refractory Large B-Cell Lymphoma In The Outpatient Setting",2022-08-09,COMPLETED,INTERVENTIONAL,PHASE2,"Kite, A Gilead Company",Axicabtagene Ciloleucel|Cyclophosphamide|Fludarabine|Dexamethasone,search
yescarta,NCT07254754,Study to Evaluate the Efficacy of Axicabtagene Ciloleucel in Patients With Late Relapse of Diffuse Large B-Cell Lymphoma,"LATE-R Trial. A Phase II, Single-Arm, Open-Label, Multicenter Study to Evaluate the Efficacy of Axicabtagene Ciloleucel in Patients With Late Relapse of Diffuse Large B-Cell Lymphoma",2024-11-20,RECRUITING,INTERVENTIONAL,PHASE2,Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea,Axicabtagene Ciloleucel,search
yescarta,NCT04608487,Axi-cel in CNS Lymphoma,A Phase I Study of Anti-CD19 CAR T-cell Therapy With Axicabtagene Ciloleucel (Axi-cel) in Patients With Relapsed/Refractory Primary and Secondary Central Nervous System (CNS) Lymphoma,2020-12-04,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,PHASE1,Dana-Farber Cancer Institute,Fludarabine|Cyclophosphamide|Axicabtagene Ciloleucel,search
