nct,title,status,start_date,why,phase,enrollment,sponsor,sponsor_class,conditions,interventions,fetched_date,precision_medicine_match,in_study_halted_set,start_year,stratum,cell_n,has_reason,names_financial_cause,names_financial_or_business,denies_safety_cause,why_s,blocker,biz
NCT05515406,"A Study to Investigate the Safety, Tolerability, PK, PD, and Efficacy of ONO-7018 in Patients With R/R NHL or CLL",TERMINATED,2023-02-13,The study was terminated due to a strategic decision to discontinue development.,PHASE1,9,"Ono Pharmaceutical Co., Ltd.",INDUSTRY,"Lymphoma, Non-Hodgkin|Leukemia, Lymphocytic, Chronic, B-Cell",ONO-7018|ONO-7018,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,True,False,The study was terminated due to a strategic decision to discontinue development.,"Funding, business or strategic decision",True
NCT05994157,"Phase 1, Open-label, Dose-escalation Trial With CD38-SADA:177 Lu-DOTA Drug Complex in Subjects With Relapsed or Refractory Non-Hodgkin Lymphoma",TERMINATED,2025-04-21,Study is terminated by Sponsor decision due to recruitment challenges.,PHASE1,1,Y-mAbs Therapeutics,INDUSTRY,Non-hodgkin Lymphoma,CD38-SADA:177Lu-DOTA Complex,2026-09-07,False,False,2025,phase 1 x 2022-2025,29,True,False,False,False,Study is terminated by Sponsor decision due to recruitment challenges.,Recruitment or feasibility failure,False
NCT05238207,A Study to Evaluate BBI-001 in Hereditary Haemochromatosis (HH) Patients and Iron Deficient Volunteers,TERMINATED,2022-03-28,Only Part A (single dosing) was conducted due to business considerations,PHASE1,24,Bond Biosciences,INDUSTRY,Hereditary Hemochromatosis,BBI-001|Original Fibre Metamucil,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,True,False,Only Part A (single dosing) was conducted due to business considerations,"Funding, business or strategic decision",True
NCT05381935,A Study of ES014 (Anti-CD39/TGF-β Bispecific Antibody) in Patients With Locally Advanced or Metastatic Solid Tumors,WITHDRAWN,2023-04-21,Sponsor's clinical development strategy adjustment,PHASE1,0,"Elpiscience Biopharma, Ltd.",INDUSTRY,Advanced Solid Tumor,ES014|ES014,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,True,False,Sponsor's clinical development strategy adjustment,"Funding, business or strategic decision",True
NCT05429021,IMM-BCP-01 in Mild to Moderate COVID-19,TERMINATED,2022-06-03,Business decision to discontinue the study based on strategic prioritization.,PHASE1,9,"Immunome, Inc.",INDUSTRY,SARS-CoV2 Infection|COVID-19,IMM-BCP-01|Placebo,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,True,False,Business decision to discontinue the study based on strategic prioritization.,"Funding, business or strategic decision",True
NCT06035744,CLN-617 Alone and in Combination With Pembrolizumab in Patients With Advanced Solid Tumors,TERMINATED,2023-12-12,Company decision,PHASE1,23,Cullinan Therapeutics Inc.,INDUSTRY,Advanced Solid Tumor,CLN-617|Pembrolizumab,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,False,False,Company decision,"Funding, business or strategic decision",True
NCT04782661,A Study of JNJ-70075200 in Healthy Participants,WITHDRAWN,2022-03-01,Program terminated prior to enrolling subjects,PHASE1,0,"Janssen Research & Development, LLC",INDUSTRY,Healthy,JNJ-70075200|Placebo,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,Program terminated prior to enrolling subjects,"Funding, business or strategic decision",True
NCT05317013,CBD in Postmenopausal Women With Osteopenia,TERMINATED,2022-05-01,Low enrollment,PHASE1,2,Canopy Growth Corporation,INDUSTRY,Osteopenia,CBD|Placebo,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,Low enrollment,Recruitment or feasibility failure,False
NCT05107856,PRT1419 as Monotherapy or in Combination With Azacitidine or Venetoclax in R/R Myeloid or B-cell Malignancies,TERMINATED,2022-03-22,Company Decision,PHASE1,21,Prelude Therapeutics,INDUSTRY,Acute Myeloid Leukemia|B-cell Non-Hodgkin Lymphoma|Chronic Lymphocytic Leukemia|Chronic Myelomonocytic Leukemia|Follicular Lymphoma|Mantle Cell Lymphoma|Marginal Zone Lymphoma|Myelodysplastic Syndromes|Myeloproliferative Neoplasm|Small Lymphocytic Lymphoma,PRT1419|Azacitidine|Venetoclax,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,Company Decision,"Funding, business or strategic decision",True
NCT06028373,A Study of ATG-031 in Advanced Solid Tumors or B-cell Non-Hodgkin Lymphomas,TERMINATED,2023-12-08,The study was terminated because of sponsor's development strategy change,PHASE1,38,Antengene Biologics Limited,INDUSTRY,Advanced Solid Tumors|B-cell Non-Hodgkin Lymphomas,ATG-031,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,True,False,The study was terminated because of sponsor's development strategy change,"Funding, business or strategic decision",True
NCT06158958,"A Study to Assess the Safety, Pharmacokinetics, and Efficacy of Intravenous (IV) ABBV-303, as Monotherapy and in Combination With IV Infused Budigalimab (ABBV-181), in Adults With Advanced Solid Tumors",TERMINATED,2024-02-06,Strategic considerations,PHASE1,27,AbbVie,INDUSTRY,Solid Tumors,ABBV-303|Budigalimab,2026-09-07,False,False,2024,phase 1 x 2022-2025,29,True,False,True,False,Strategic considerations,"Funding, business or strategic decision",True
NCT06102174,A Study to Learn About the Amount of the Study Medicine (Sisunatovir) in Blood and Its Safety in Infants and Children With Pneumonia Caused by RSV,TERMINATED,2024-02-15,Study discontinued due to business reasons. There were no safety concerns in the decision to stop study and no changes to sponsor's assessment of the risk-benefit profile for participants who received sisunatovir in the study,PHASE1,10,Pfizer,INDUSTRY,Respiratory Syncytial Virus Infections,Placebo|Active,2026-09-07,False,False,2024,phase 1 x 2022-2025,29,True,False,True,True,Study discontinued due to business reasons. There were no safety concerns in the decision to stop study and no changes to sponsor's assessment of the risk-benefit profile for participants who received sisunatovir in the study,"Funding, business or strategic decision",True
NCT05938296,oHSV2-PD-L1/CD3-BsAb Administered Via Intratumoral Injection,SUSPENDED,2023-12-19,Strategy adjustment,PHASE1,29,"Binhui Biopharmaceutical Co., Ltd.",INDUSTRY,Solid Tumor,BS006 Injection,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,True,False,Strategy adjustment,"Funding, business or strategic decision",True
NCT04937166,A Study of Dual-SIgnaling Protein 107 (DSP107) for Patients With Hematological Malignancies,TERMINATED,2022-01-13,Slow enrolment,PHASE1,25,Kahr Medical,INDUSTRY,Acute Myeloid Leukemia|Myelodysplastic Syndromes|Chronic Myelomonocytic Leukemia,DSP107|Azacitidine|Venetoclax,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,Slow enrolment,Recruitment or feasibility failure,False
NCT06055374,"A Study to Investigate the Safety, Tolerability, and Efficacy of BxC-I17e Repeated-dose SC Injection in Patients With Moderate to Severe Atopic Dermatitis",WITHDRAWN,2024-05-01,This study was integrated into BRE-AD01-001 study,PHASE1,0,Brexogen Inc.,INDUSTRY,Atopic Dermatitis,BxC-I17e|Placebo,2026-09-07,False,False,2024,phase 1 x 2022-2025,29,True,False,False,False,This study was integrated into BRE-AD01-001 study,Administrative rollover or transfer (not a failure),False
NCT05198349,First in Human Study of M1069 in Advanced Solid Tumors,TERMINATED,2022-03-02,Overarching portfolio-level review of the company's oncology pipeline resulted in early termination of the study. The study was not terminated due to safety.,PHASE1,15,"EMD Serono Research & Development Institute, Inc.",INDUSTRY,Metastatic or Locally Advanced Unresectable Solid Tumors,M1069,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,True,False,Overarching portfolio-level review of the company's oncology pipeline resulted in early termination of the study. The study was not terminated due to safety.,"Funding, business or strategic decision",True
NCT05605522,A Study of [225Ac]-FPI-2059 in Adult Participants With Solid Tumours,TERMINATED,2023-02-07,Sponsor reprioritization of active trials.,PHASE1,19,3B Pharmaceuticals GmbH,INDUSTRY,Pancreatic Ductal Adenocarcinoma (PDAC)|Squamous Cell Carcinoma of Head and Neck|Colorectal Cancer|Gastric Cancer|Ewing Sarcoma|NTSR1 Expressing Solid Tumours|Neuroendocrine Differentiated (NED) Prostate Cancer,[225]-FPI-2059|[111In]-FPI-2058,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,True,False,Sponsor reprioritization of active trials.,"Funding, business or strategic decision",True
NCT06681870,A Study of ASP1893 in Adults With Advanced CLDN6-positive Solid Tumors,WITHDRAWN,2024-12-31,A business decision was made to not initiate this study.,PHASE1,0,"Astellas Pharma Global Development, Inc.",INDUSTRY,CLDN6-positive Solid Tumor|Ovarian Cancer|Endometrial Cancer|Non-small Cell Lung Cancer|Testicular Cancer|Metastatic or Locally Advanced Solid Tumor Cancer,ASP1893,2026-09-07,False,False,2024,phase 1 x 2022-2025,29,True,False,True,False,A business decision was made to not initiate this study.,"Funding, business or strategic decision",True
NCT06171178,A Study of ASP1012 in Adults With Solid Tumors,TERMINATED,2024-05-15,Due to strategic decision made by the sponsor the study was terminated,PHASE1,15,"Astellas Pharma Global Development, Inc.",INDUSTRY,Solid Tumor,ASP1012|Pembrolizumab,2026-09-07,False,False,2024,phase 1 x 2022-2025,29,True,False,True,False,Due to strategic decision made by the sponsor the study was terminated,"Funding, business or strategic decision",True
NCT05168202,A Study to Assess the Effect of CC-95251 in Participants With Acute Myeloid Leukemia and Myelodysplastic Syndromes,TERMINATED,2022-01-19,Business objectives have changed,PHASE1,56,Bristol-Myers Squibb,INDUSTRY,"Leukemia, Myeloid, Acute|Myelodysplastic Syndromes",CC-95251|Azacitidine|Venetoclax,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,True,False,Business objectives have changed,"Funding, business or strategic decision",True
NCT05233436,PF-07265028 As Single Agent And In Combination With Sasanlimab in Advanced or Metastatic Solid Tumors,TERMINATED,2022-02-24,Study terminated based on internal business considerations and was not based on safety reasons,PHASE1,21,Pfizer,INDUSTRY,Advanced Solid Tumors|Gastric Cancer|Gastroesophageal Junction Cancer|Urothelial Cancer|Non Small Cell Lung Cancer|Head and Neck Squamous Cell Carcinomas,PF-07265028|Sasanlimab,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,True,False,Study terminated based on internal business considerations and was not based on safety reasons,"Funding, business or strategic decision",True
NCT06270082,Study of IK-595 in RAS- or RAF-altered Advanced Tumors,TERMINATED,2023-12-18,Limited resources and strategic priorities,PHASE1,75,Ikena Oncology,INDUSTRY,"Solid Tumor, Adult|Colorectal Cancer|Pancreatic Cancer|Malignant Melanoma|Ras (Kras or Nras) Gene Mutation|BRAF Gene Mutation|CRAF Gene Mutation|Non-Small Cell Lung Carcinoma|Thyroid Carcinoma|Gliomas, Malignant",IK-595,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,True,True,False,Limited resources and strategic priorities,"Funding, business or strategic decision",True
NCT06488716,"A Study to Evaluate the Safety, Pharmacokinetics, and Activity of RO7759065 as a Single Agent and in Combination With Atezolizumab in Patients With Locally Advanced or Metastatic Solid Tumors",TERMINATED,2024-12-16,"Following a thorough review of safety data, preliminary efficacy data and an evaluation of overall risk-benefit, Sponsor made the decision to end the study.",PHASE1,12,"Genentech, Inc.",INDUSTRY,Solid Tumour,RO7759065|Atezolizumab,2026-09-07,False,False,2024,phase 1 x 2022-2025,29,True,False,False,False,"Following a thorough review of safety data, preliminary efficacy data and an evaluation of overall risk-benefit, Sponsor made the decision to end the study.",Safety or toxicity,False
NCT05099536,3D011-08 Monotherapy in Subjects With Advanced Solid Tumors,WITHDRAWN,2022-02-24,Company's decision,PHASE1,0,"3D Medicines (Beijing) Co., Ltd.",INDUSTRY,"Solid Tumor, Adult",3D011-08,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,Company's decision,"Funding, business or strategic decision",True
NCT05191667,AN0025 and Chemoradiotherapy Combination in Esophageal Cancer,SUSPENDED,2022-01-18,The study is not stopped but the enrollment is suspended until a further decision from sponsor.,PHASE1,32,"Adlai Nortye Biopharma Co., Ltd.",INDUSTRY,Esophageal Cancer,AN0025,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,The study is not stopped but the enrollment is suspended until a further decision from sponsor.,"Funding, business or strategic decision",True
NCT06031415,Study of GS-0272 in Participants With Rheumatoid Arthritis,TERMINATED,2023-09-28,Study terminated due to lack of efficacy.,PHASE1,55,Gilead Sciences,INDUSTRY,Rheumatoid Arthritis,GS-0272|Placebo,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,False,False,Study terminated due to lack of efficacy.,Efficacy failure or futility,False
NCT05205447,Study of the Effects of Itraconazole and Carbamazepine on LY3410738 in Healthy Participants,TERMINATED,2022-01-05,Data from part 2 no longer deemed necessary for this program.,PHASE1,27,Eli Lilly and Company,INDUSTRY,Healthy,LY3410738|Itraconazole|Carbamazepine,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,False,False,Data from part 2 no longer deemed necessary for this program.,"Funding, business or strategic decision",True
NCT05109650,Assessment of Safety and Preliminary Efficacy With BAT6026 in Solid Tumour Patients,TERMINATED,2022-02-28,"Considering that the high budget will affect the subsequent development, it is decided to terminate the test voluntarily",PHASE1,13,Bio-Thera Solutions,INDUSTRY,Advanced Solid Tumour,BAT6026|BAT1308,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,True,True,False,"Considering that the high budget will affect the subsequent development, it is decided to terminate the test voluntarily","Funding, business or strategic decision",True
NCT05182047,A Study of Butamirate Citrate Syrup Versus (vs) Sinecod Syrup (Vanilla) in Adult Healthy Study Volunteers,WITHDRAWN,2022-03-18,Business decision.,PHASE1,0,McNeil AB,INDUSTRY,Healthy,Butamirate citrate|Sinecod,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,True,False,True,False,Business decision.,"Funding, business or strategic decision",True
NCT06877533,"A First-in-Human Open-label, Phase I/Ib Dose Escalation and Expansion Cohort Study of EOS006215 as Monotherapy and in Combination With Pembrolizumab or Other Anticancer Treatments in Participants With Advanced Solid Tumors",TERMINATED,2025-04-07,The study was terminated early due to sponsor's strategic business decision.,PHASE1,3,iTeos Belgium SA,INDUSTRY,Selected Advanced Solid Tumors,EOS006215|Anticancer agent,2026-09-07,False,False,2025,phase 1 x 2022-2025,29,True,False,True,False,The study was terminated early due to sponsor's strategic business decision.,"Funding, business or strategic decision",True
NCT05983146,Phase I Study of HRS-7053 Injection in the Treatment of Patients With Advanced Malignancies,WITHDRAWN,2023-09-01,The sponsor's R\&D strategy is adjusted.,PHASE1,0,"Jiangsu HengRui Medicine Co., Ltd.",INDUSTRY,Advanced Malignant Cancer,HRS-7053 Injection,2026-09-07,False,False,2023,phase 1 x 2022-2025,29,True,False,True,False,The sponsor's R\&D strategy is adjusted.,"Funding, business or strategic decision",True
NCT05231668,Single Ascending Dose Study of SAR439459 in Adults With Osteogenesis Imperfecta (OI),TERMINATED,2022-08-25,,PHASE1,16,Sanofi,INDUSTRY,Osteogenesis Imperfecta,SAR439459|Placebo,2026-09-07,False,False,2022,phase 1 x 2022-2025,29,False,False,False,False,,No reason stated,False
